from,to
10235,14873
128202,1645
84864,61172
15226,75591
28013,52461
28013,998
28013,13881
28013,34280
28013,56461
28013,23054
28013,28932
28013,557
28013,21704
28013,2759
28013,281
28013,38061
28013,11726
28013,1057
28013,12
28013,22082
28013,5916
28013,7058
156090,155118
101018,28302
101018,27866
9300,120705
9300,96971
9300,125144
9300,121032
9300,54884
9300,88837
9300,74789
9300,108437
9300,75436
9300,96339
9300,96854
9300,81887
9300,104948
9300,32342
9300,87005
9300,54380
9300,86713
9300,53995
9300,7846
9300,77318
9300,62240
9300,46876
9300,33644
9300,52461
9300,57245
9300,28204
9300,17984
9300,22843
9300,50159
9300,56395
9300,1054
9300,35628
9300,281
9300,41994
9300,26569
9300,56461
9300,23054
9300,13853
9300,4020
9300,9938
11481,12
89554,100701
89554,42192
89554,120705
89554,46876
89554,96971
89554,1645
89554,107326
89554,134353
89554,287
89554,106929
89554,8598
89554,95929
7140,135600
7140,136219
7140,1043
7140,90892
7140,90863
7140,12
84668,61172
6892,1645
6892,23603
6892,5138
82365,61172
89161,203402
89161,191394
89161,168187
89161,143444
89161,126246
89161,143403
89161,815
89161,100675
89161,104775
89161,52254
89161,90049
89161,51695
89161,12
136818,66804
136818,143689
91682,31249
84128,61172
76106,74854
155614,159985
155614,160432
155614,125787
83044,10552
53539,12
53539,119063
53539,88837
53539,281
53539,17451
95936,86937
95936,32474
95936,22345
95936,55700
95936,95899
95936,76063
29230,277447
83034,61172
33449,122970
33449,13184
33449,35426
33449,4976
23154,323485
23154,116720
23154,24607
23154,177281
23154,136634
23154,38159
23154,60051
23154,35146
23154,21836
44606,64078
44606,49528
44606,287
51403,9635
51403,6955
51403,8154
48897,206262
48897,182
141482,50829
141482,51128
141482,63136
141482,45870
5929,23571
5929,21457
5929,4719
5929,1206
5929,14601
5929,13243
5929,11497
5929,12021
5929,10942
5929,4419
5929,6258
5929,6501
105167,105190
105167,7846
105167,53995
18658,42192
18658,137069
18658,188008
18658,66403
18658,52256
18658,218777
18658,207308
18658,178853
18658,166632
18658,162368
18658,154831
18658,121243
18658,52437
18658,141856
18658,135819
18658,107326
18658,120705
18658,121032
18658,106425
18658,96971
18658,100701
18658,105325
18658,106854
18658,409
18658,104948
18658,28204
18658,52461
18658,138607
18658,152635
18658,54884
18658,21365
18658,97201
18658,74789
18658,64514
18658,41994
18658,17984
18658,557
18658,4020
18658,62240
18658,57245
36085,1102
36085,1243
36085,29549
36085,12
36085,1057
151455,56297
70050,61172
62998,97880
136892,12
97121,107326
97121,97089
97121,5272
97121,12
34458,12
34458,3100
30104,5669
30104,6848
30104,6922
30104,53630
30104,51751
30104,35498
30104,4013
30104,15447
30104,16382
5975,4131
5975,13328
5975,18124
5975,10984
5975,61631
5975,56978
5975,54082
5975,29323
5975,3943
5975,15227
5975,5694
5975,966
5975,49313
5975,18395
5975,45282
5975,8313
5975,33899
5975,23496
5975,7469
5975,27709
5975,23411
5975,27595
5975,7594
5975,25835
5975,21161
5975,24551
5975,6774
5975,11297
5975,21036
5975,11646
5975,20817
5975,12110
5975,11389
5975,1524
5975,16101
5975,15884
5975,7100
5975,2836
5975,15800
5975,17895
43738,64078
43738,52437
43738,120705
43738,100701
25093,140605
25093,41994
25093,46876
25093,4020
25093,59284
25093,55279
25093,1361
25093,28328
25093,28932
25093,446
6257,11901
6257,75436
6257,108138
6257,21698
6257,35626
6257,27028
6257,64248
6257,61010
6257,57309
6257,19998
6257,29433
6257,1592
6257,18436
6257,22082
6257,34748
6257,23054
6257,21990
6257,12
6257,278
6257,4499
6257,281
6257,2592
6257,461
6257,7504
6257,17741
6257,8716
6257,2328
6257,7980
6257,9529
6257,1566
6257,11507
6257,12056
6257,13320
6257,13789
6257,6630
6257,94
6257,1799
6257,6501
6257,7542
6257,7733
66717,277057
66717,327042
66717,29110
66717,237581
66717,237196
66717,237042
66717,96095
66717,228957
66717,137401
66717,218777
66717,209000
66717,209874
66717,66403
66717,220385
66717,167716
66717,167323
66717,167019
66717,195985
66717,195181
66717,178691
66717,177883
66717,81116
66717,178853
66717,166632
66717,96854
66717,17984
66717,81887
66717,137336
66717,92682
66717,166103
66717,174791
66717,162787
66717,64078
66717,113834
66717,172626
66717,137329
66717,152474
66717,32342
66717,27096
66717,168187
50204,6530
151463,30326
151463,173489
151463,9635
151463,57702
151463,49443
151463,3962
151463,61381
151463,14676
151463,41161
151463,4116
151463,209985
151463,160878
151463,4309
151463,8069
151463,39501
151463,41313
151463,134889
151463,93947
151463,48204
151463,34910
151463,6848
151463,8824
151463,2773
151463,16081
151463,14519
151463,21287
151463,49628
151463,91713
151463,167827
151463,97627
151463,22082
151463,17981
151463,24600
9515,14116
9515,30613
9515,57043
9515,159930
9515,22381
9515,32547
9515,151663
9515,7593
9515,27493
9515,97428
9515,874
9515,1
9515,8056
9515,17621
9515,3479
9515,11389
114852,60399
40533,18536
50977,52105
109178,12625
109178,9325
109178,51
109178,5861
109178,32036
109178,35628
109178,672
109178,46013
109178,600
40314,79882
40314,10098
40314,90782
40314,7705
40314,89036
40314,28077
40314,57949
40314,17509
40314,20817
40314,7542
40314,94829
40314,85642
40314,12
40314,6755
40314,32858
40314,23957
40314,12110
40314,8561
40314,71372
40314,3466
40314,19612
40314,39261
40314,6774
40314,74942
40314,22598
40314,62386
40314,10983
40314,8427
40314,13264
7570,24954
7570,11901
7570,13243
7570,10966
7570,11380
30054,62943
30054,54878
30054,73206
30054,557
30054,4020
30567,45460
30567,30344
100611,64078
100611,325542
100611,414490
55116,998
55116,141856
55116,152191
55116,146353
55116,8858
55116,557
55116,83332
55116,56880
55116,74789
55116,41994
55116,97201
55116,28204
55116,22843
55116,2759
55116,3917
55116,8598
55116,81887
55116,21365
55116,80973
55116,64514
55116,46876
55116,54380
55116,4020
55116,1361
55116,36625
55116,62240
55116,59194
55116,996
55116,29653
95988,33166
95988,18080
95988,2759
95988,105759
95988,100701
95988,75806
95988,22843
95988,46876
95988,17984
95988,54380
95988,79365
95988,87005
95988,97302
95988,95765
95988,53995
95988,7846
95988,81844
28051,12
138888,3540
39316,96971
39316,88837
39316,3512
39316,119601
39316,281
39316,21355
150332,7846
150332,10392
150332,53995
150332,154227
150332,120705
150332,102396
150332,104205
150332,107326
150332,121032
150332,158249
150332,137329
150332,154437
150332,136504
150332,210178
150332,205302
150332,96971
150332,66403
150332,19681
150332,91660
150332,193334
150332,4180
150332,61876
150332,64486
150332,15736
150332,18154
150332,28497
150332,35294
158043,107909
158043,152635
158043,77202
158043,117868
159018,53995
159018,161825
159018,6848
159018,12
159018,3100
159018,107625
40299,161098
40299,218777
40299,154831
40299,188222
40299,204455
40299,178853
40299,22843
40299,140398
40299,141856
40299,88837
40299,137069
40299,42192
40299,162368
40299,27096
40299,121243
40299,109753
40299,52437
40299,100701
40299,107326
40299,121032
40299,120705
40299,134353
40299,96971
40299,23054
40299,119601
40299,19129
40299,74789
40299,66645
40299,56880
40299,281
40299,21365
40299,28204
40299,22425
40299,41994
40299,46876
40299,64514
40299,73690
40299,557
40299,62240
40299,39351
17709,64078
17709,59194
17709,13156
15339,7593
15339,10600
61470,46086
61470,96138
61470,42778
61470,50360
23622,4672
23622,261312
23622,12
82260,61172
24170,19
24170,5138
24170,2125
24170,3149
24170,23603
10162,17893
10162,171037
10162,207225
10162,7186
10162,202903
10162,152714
10162,4672
10162,152715
10162,193334
10162,66403
10162,158753
10162,166632
10162,152474
10162,177883
10162,2638
10162,137345
10162,154437
10162,7282
10162,136634
10162,90749
10162,135499
10162,4910
10162,7846
10162,88837
10162,75806
10162,91983
10162,32342
10162,96339
10162,96854
10162,81887
10162,76430
10162,56461
10162,46876
10162,1361
10162,22843
10162,62240
10162,42192
10162,58923
10162,58845
10162,23054
95659,94874
48230,4300
48230,91
48230,12
53541,177469
53541,66403
53541,228957
53541,100701
53541,137401
53541,162787
53541,140398
53541,64078
53541,42192
53541,167323
53541,154890
53541,121243
53541,52437
53541,140509
53541,109753
53541,66919
53541,96971
53541,106929
53541,100450
53541,134353
53541,107326
53541,121032
53541,120705
53541,66645
53541,105186
53541,107264
53541,100192
53541,287
53541,281
53541,103726
53541,21365
53541,3512
53541,86713
53541,64514
53541,4020
53541,54884
53541,95929
53541,96339
53541,8598
53541,77169
4193,134905
4193,20224
4193,118561
4193,79661
4193,12
4193,19371
4193,7108
4193,3131
31993,178462
82148,61172
33134,48949
33134,343196
33134,4309
33134,207186
33134,86713
33134,52256
33134,91937
33134,263126
33134,17984
33134,46876
33134,4020
33134,56461
33134,64514
33134,41994
33134,39351
33134,12
33134,4452
33134,95
33134,996
33134,311
33134,557
33134,11497
33134,18436
18020,9635
49961,28629
49961,12140
49961,57310
49961,60772
49961,23136
49961,15938
49961,27033
49961,9123
49961,4490
49961,12
83394,61172
2112,63760
53607,53137
53607,39331
53607,55111
56457,135499
56457,137329
56457,107225
56457,106647
56457,86713
56457,80973
56457,77318
56457,63497
56457,1361
56457,57780
56457,62571
56457,3761
56457,54884
56457,56814
56457,9977
56457,2309
56457,25600
56457,61651
53848,100614
53848,13699
53848,187208
53848,15954
53848,167323
53848,65512
53848,12
53848,162368
53848,51159
53848,89348
53848,152474
53848,109074
53848,100675
53848,96971
53848,125144
53848,121032
53848,88837
53848,8890
53848,79160
53848,75806
53848,99387
53848,96339
53848,1231
53848,53995
53848,90463
53848,52142
108440,334062
108440,10290
108440,255711
108440,301275
108440,3618
108440,255213
108440,7442
108440,23054
108440,24600
108440,12
101806,198146
101806,1361
101806,102039
101806,7650
2433,1057
2433,12
70676,61172
23221,21959
23221,19
23221,2370
81412,97602
123182,27517
6360,8193
26721,21704
26721,56619
26721,37093
26721,12
26721,35053
26721,36486
26721,10092
26721,27353
26721,28084
26721,12625
113333,37841
15730,281
15730,154652
15730,64078
10591,333573
10591,345438
10591,272932
10591,3133
10591,79233
10591,73567
10591,329831
10591,328419
10591,317129
10591,304887
10591,106119
10591,293834
10591,294066
10591,294024
10591,104354
10591,293358
10591,293356
10591,293305
10591,277661
10591,62583
10591,167053
10591,137572
10591,280904
10591,277467
10591,277566
10591,144058
10591,275334
10591,79529
10591,8858
10591,211237
10591,107909
10591,176493
10591,262141
10591,271198
10591,261592
10591,268008
10591,261616
10591,95818
10591,18857
10591,243548
36684,27033
108255,137401
108255,1636
108255,209000
108255,140398
108255,167323
108255,154016
108255,42192
108255,154890
108255,109753
108255,66403
108255,66645
108255,107326
108255,134353
108255,74789
108255,120705
108255,61172
108255,121243
108255,121032
108255,17984
108255,64514
108255,23054
108255,96971
108255,106854
108255,56395
108255,13577
108255,57970
108255,58804
108255,59140
108255,57780
108255,287
108255,11727
108255,1160
108255,12
108255,39351
108255,58845
108255,62240
108255,29006
108255,35294
108255,62655
108255,62558
11475,13304
11475,4131
11475,1
11475,24207
11475,8092
11475,1199
93173,324559
93173,312111
93173,311194
93173,270910
93173,31604
93173,259219
93173,5238
93173,176130
93173,483
93173,207141
93173,24413
93173,163326
93173,186135
93173,201112
93173,152270
93173,56495
93173,173581
93173,1636
93173,57784
93173,996
93173,7823
93173,23477
93173,107909
93173,90411
93173,54673
93173,148503
93173,54878
93173,51159
93173,148732
93173,53473
93173,115520
93173,14873
93173,144059
93173,141880
93173,24721
93173,140605
93173,141441
93173,126308
93173,13156
93173,97054
25922,205943
105315,58592
14543,47817
14543,125775
14543,78307
14543,63115
14543,63531
14543,19419
14543,12
14543,38278
14543,3648
14543,38
14543,27938
14543,31040
14543,30379
14543,8177
14543,11744
14543,19498
14543,12715
77808,61172
156704,126378
156704,155177
156704,159985
156704,160432
156704,152049
156704,154962
156704,155560
156704,125787
1838,17430
1838,106397
1838,239766
1838,55349
1838,157694
1838,14813
1838,58592
1838,193138
1838,3100
1838,101739
1838,106317
1838,178462
1838,125057
1838,170048
1838,108172
1838,161976
1838,160096
1838,160907
1838,118981
1838,108344
1838,8488
1838,137197
1838,21646
1838,24600
1838,1969
1838,7327
1838,53726
1838,12
1838,88986
1838,63292
1838,69719
1838,22816
1838,55238
1838,6755
1838,1929
1838,1697
1838,28862
1838,6848
1838,1057
10520,5376
17631,234603
17631,42621
17631,186135
17631,996
17631,173581
17631,92104
17631,159770
17631,134110
17631,149343
17631,90570
17631,7521
17631,1667
17631,25549
17631,18515
17631,7442
17631,73636
17631,12
17631,20817
17631,7545
17631,1467
17631,57350
17631,9116
17631,1992
17631,11297
17631,21036
17631,6116
17631,15810
135489,75939
135489,4862
135489,6755
135489,56978
135489,52763
135489,7846
135489,121032
135489,120705
12871,107857
12871,21547
12871,3466
12871,8899
12871,4727
114680,18985
114680,12406
33052,66565
33052,33132
69908,61172
53129,75958
35714,6774
137997,6755
137997,138316
32199,177046
6802,10039
6802,4332
6802,105298
6802,42479
6802,54413
6802,23496
6802,5838
6802,11562
6802,6957
6802,5049
57716,57020
57716,56274
57716,54025
57716,56177
57716,56836
57716,55800
57716,56861
83581,61172
73534,107326
73534,109753
73534,287
73534,281
73534,996
73534,9919
73534,4131
73534,13047
73534,14485
73534,25733
88118,61172
158810,12
92667,302576
92667,13543
108351,13113
138182,54878
138182,64023
138182,12
79497,61172
33160,46844
33160,12
33160,10548
33160,34689
33160,32739
33160,36691
86495,61172
107225,1361
107225,56457
9381,2370
9381,5124
9381,8766
9381,7314
9381,9147
9381,6068
9381,1525
9381,1960
9381,4691
9381,19
9381,124
9381,1636
9381,4209
9381,3287
9381,3816
9381,521
9381,9740
9381,2533
9381,7040
9381,4763
9381,1330
9381,2269
100907,64746
100907,40125
71948,61172
29744,998
37815,89584
37815,3341
72298,60051
72298,81887
72298,4020
72298,12
143516,165360
143516,143252
143516,115691
143516,18354
143516,182134
143516,178462
143516,143153
83378,61172
155946,100450
155946,100701
155946,92076
155946,53995
155946,7846
97345,1158
80844,61172
136089,120705
136089,188222
136089,66403
136089,96971
136089,142800
136089,121032
136089,140509
136089,54878
136089,115554
136089,24600
111769,65664
111769,42621
111769,110933
111769,39662
116067,116171
116067,115952
63666,135819
63666,149539
63666,172479
63666,178691
63666,179578
63666,167019
63666,66403
63666,209000
63666,100701
63666,161890
63666,138607
63666,105131
63666,64078
63666,163784
63666,154437
63666,154581
63666,154831
63666,152191
63666,141856
63666,121243
63666,47448
63666,148279
63666,52437
63666,109753
63666,134353
63666,97201
63666,107326
63666,88837
63666,119601
63666,23054
63666,281
63666,28204
63666,287
63666,61172
63666,52119
63666,96854
63666,46876
63666,22843
63666,54380
63666,96971
38839,162787
38839,50296
38839,2497
38839,109753
38839,163648
38839,178853
38839,166223
38839,167019
38839,195181
38839,137069
38839,137336
38839,152474
38839,152702
38839,178691
38839,179578
38839,137329
38839,177883
38839,172479
38839,152715
38839,152635
38839,140398
38839,154437
38839,163784
38839,138607
38839,164665
38839,164528
38839,162368
38839,154831
38839,90637
38839,155590
38839,5270
38839,96148
38839,154030
38839,152191
38839,154016
38839,154298
38839,141856
38839,150143
38839,66403
38839,137087
30570,590
115383,4992
115383,95383
115383,4131
115383,64023
115383,64514
115383,91983
115383,121032
115383,120705
115383,7846
115383,53995
13235,102771
13235,7846
13235,153871
13235,121032
13235,134684
13235,154652
13235,75436
13235,281
13235,75806
13235,28204
13235,4020
13235,17984
13235,56461
13235,12
31283,178853
31283,7846
31283,53995
31283,281
31283,32603
31283,30738
92146,107264
92146,86713
92146,61618
92146,42994
92146,52461
92146,287
92146,1969
92146,46876
138783,9581
138783,112876
6874,1960
6874,26569
6874,32561
6874,40086
6874,32
6874,20631
6874,19901
6874,2663
6874,1361
6874,10940
6874,6586
6874,14869
6874,6501
6874,8991
6874,244
6874,2287
101222,12
101222,9919
101222,3466
101222,832
101222,4862
14290,158021
14290,52
14290,91486
14290,43746
14290,163784
14290,153686
14290,188008
14290,1054
14290,37017
14290,1518
14290,102000
14290,101803
14290,61477
14290,27358
14290,9635
14290,32987
14290,3466
14290,10647
14290,110795
14290,151663
14290,152713
14290,7593
14290,160485
14290,139
14290,174439
14290,149860
14290,178462
14290,121116
14290,42082
14290,8962
14290,77454
14290,9442
14290,91668
14290,5047
14290,23541
14290,108344
14290,108183
14290,108320
14290,9392
14290,157314
49567,203186
49567,189621
49567,137345
49567,64023
49567,2759
49567,998
27437,149724
27437,21355
27437,4195
27437,8864
27437,18354
54191,416667
54191,325542
54191,304387
54191,228952
54191,156863
54191,124169
54191,108660
54191,39848
152772,137691
152772,96971
152772,64514
152772,105325
152772,154227
152772,154051
152772,162368
152772,80179
152772,110668
152772,151901
152772,5648
152772,50840
152772,80973
152772,74405
152772,97201
152772,90570
152772,51423
152772,30091
152772,29009
152772,40983
152772,1929
152772,47253
152772,102429
152772,55063
152772,45398
152772,98685
152772,53995
152772,136909
152772,99466
152772,27841
152772,2375
152772,49421
152772,69441
152772,148341
152772,62038
152772,57530
152772,63357
152772,65815
152772,52438
152772,58185
54391,51990
54391,77278
54391,53181
66875,5824
120734,112876
84369,61172
6320,218777
6320,46876
6320,148415
6320,224446
6320,21365
6320,195181
6320,42192
6320,81116
6320,178853
6320,23054
6320,140398
6320,100701
6320,96971
6320,281
6320,15198
6320,4020
6320,64078
6320,52437
6320,120705
6320,121032
6320,53995
57808,59194
57808,32291
57808,29009
57808,34236
57808,1636
57808,54878
57808,48789
57808,21704
57808,69408
98505,12
98505,233168
98505,203186
98505,217320
98505,197992
103112,102651
53689,7213
53689,96971
53689,218777
53689,267152
53689,38930
53689,40799
53689,40879
53689,29214
53689,41230
53689,41529
53689,53996
68832,61172
13271,4419
138674,108379
138674,3466
138674,3100
138674,7327
138674,9635
138674,18354
138674,6755
138674,6848
138674,2410
138674,24600
138674,135542
138674,12
2120,46876
2120,22843
2120,62240
2120,42192
2120,32352
2120,21636
2120,34763
2120,41994
2120,52459
2120,913
2120,14115
2120,38723
2120,28204
2120,1361
2120,4020
2120,28932
2120,2759
2120,26569
2120,23054
2120,23657
2120,17984
2120,20258
2120,278
2120,15607
2120,9412
2120,281
2120,557
2120,1946
2120,479
2120,3010
2120,275
2120,1268
2120,121
2120,1895
2120,537
2120,647
2120,1850
2120,2396
2120,2223
4708,208075
4708,5245
80327,34583
104411,81887
104411,8598
104411,65144
9632,28204
9632,12146
99884,100308
99884,26840
99884,28497
99884,92477
65146,62240
65146,17984
65146,86713
65146,8598
65146,96339
65146,95929
156507,167323
156507,171961
156507,177883
156507,53995
156507,7846
29449,288556
29449,318722
29449,426318
29449,433161
29449,432858
29449,27839
29449,62943
29449,118194
29449,60153
29449,5861
29449,33159
29449,33324
29449,22295
29449,3768
29449,7646
29449,27601
29449,28016
65866,64930
29252,7454
86667,61172
99052,39230
13656,330575
13656,33920
13656,301275
13656,24600
13656,14762
13656,12715
78027,61172
44142,3149
44142,25584
44142,5009
22387,20288
22387,21972
64794,149693
68536,61172
7534,22082
7534,3386
52725,88553
52725,22598
154115,153808
154115,153564
22810,118090
22810,159490
22810,53260
22810,45932
22810,101392
22810,30187
22810,91799
22810,28764
22810,44933
22810,145495
22810,98700
22810,100227
22810,3609
22810,2137
22810,19982
22810,2142
22810,67724
22810,15275
22810,25000
22810,90669
22810,25219
22810,39973
22810,3734
22810,2592
22810,2725
22810,2740
79922,61172
53229,43189
53229,7690
53229,32566
31254,187383
31254,154831
31254,120705
31254,163784
31254,207176
31254,66403
31254,22843
31254,96971
31254,7846
31254,141856
31254,88837
53568,50238
53568,62583
53568,114472
53568,996
53568,53965
53568,60346
53568,100806
53568,164833
53568,46013
53568,29006
53568,358
53568,45713
53568,53369
53568,3203
53568,117879
53568,61361
53568,42621
53568,53775
53568,64023
53568,61044
53568,12
53568,3512
53568,69307
53568,483
53568,99203
53568,27442
51305,12
65291,228957
65291,237042
65291,177469
65291,218777
65291,161098
65291,188222
65291,182134
65291,167019
65291,195985
65291,178853
65291,177411
65291,154831
65291,178691
65291,152654
65291,88837
65291,64078
65291,163784
65291,167323
65291,140398
65291,93272
65291,141856
65291,135819
65291,154051
65291,105131
65291,107326
65291,120705
65291,105325
65291,80973
65291,21365
65291,42192
65291,22843
65291,121032
65291,148279
65291,1361
65291,96971
65291,52437
65291,140509
65291,64510
149813,228957
149813,100701
149813,17984
149813,120705
149813,177469
149813,7442
149813,96971
149813,107326
149813,36389
57738,56975
68727,61172
134910,8598
65721,67945
65721,65273
65721,63068
33647,62240
33647,41994
33647,28204
33647,557
33647,37093
33647,4452
33647,31262
33647,1299
33647,12299
33647,15863
33647,34312
33647,7865
33647,8038
33647,22295
136331,832
92053,11332
82010,61172
158087,56995
158087,77202
158087,7846
158087,107909
113417,115627
113417,113117
113417,134989
113417,78480
113417,118324
113417,112132
113417,114963
113417,115577
113417,115473
113417,115652
113417,111578
113417,112876
113417,9581
95013,53995
95013,7846
40598,8864
40598,5396
40598,3100
40598,9635
40598,14118
40598,14722
40598,6848
40598,142975
40598,2409
40598,1795
40598,38892
40598,48639
40598,1379
40598,3413
125930,180752
125930,296089
125930,17984
125930,46876
125930,177469
125930,228957
125930,96971
125930,120705
125930,159985
125930,125787
3570,178691
3570,64078
3570,154831
3570,135819
3570,152191
3570,94749
3570,5136
3570,152635
3570,163784
3570,66403
3570,121243
3570,88837
3570,140509
3570,141856
3570,52437
3570,125092
3570,145280
3570,105131
3570,100701
3570,107326
3570,96971
3570,125144
3570,121032
3570,120705
3570,75436
3570,74789
3570,104948
3570,21365
3570,23054
3570,72461
3570,81887
3570,96854
3570,8598
3570,96339
3570,95929
3570,2759
3570,80973
3570,62240
3570,41994
3570,88821
81501,61172
83841,61172
58188,161686
58188,109639
58188,157827
58188,73012
58188,119955
58188,50456
55310,36727
55310,137331
55310,91773
55310,64037
55310,66968
55310,5132
1363,557
1363,4647
1363,62639
1363,3129
1363,143
9116,63105
9116,8110
9116,156445
9116,2469
9116,79376
9116,29275
9116,108172
9116,81804
9116,99949
9116,76986
9116,81672
9116,4131
9116,64926
9116,2462
9116,64514
9116,77248
9116,24413
9116,11036
9116,59844
9116,66112
9116,3392
9116,73561
9116,19699
9116,74785
9116,72919
9116,39371
9116,63368
9116,59194
9116,3607
9116,59620
9116,11834
9116,50741
9116,14335
9116,9660
9116,59087
9116,33202
9116,58923
9116,4972
9116,30326
9116,42091
148668,168895
148668,3361
148668,78480
148668,12
9577,3149
9577,2640
98308,61172
58798,64939
77872,61172
59677,86713
59677,53995
59677,7846
85807,61172
30856,22555
134560,46876
134560,100701
134560,205032
134560,195181
134560,57257
134560,42192
134560,14013
134560,187642
134560,177577
134560,96971
134560,107326
134560,121243
134560,66403
134560,135478
134560,143578
134560,14287
134560,25534
134560,145475
134560,141158
134560,20007
134560,50433
134560,62240
134560,43291
134560,121032
134560,58450
134560,120705
134560,17984
134560,12
134560,85424
88216,61172
15498,6530
115014,118207
115014,112114
115014,114962
115014,272651
115014,150989
115014,119873
115014,114186
115014,112477
115014,114105
115014,112876
24141,7846
24141,36302
24141,288
24141,54406
64718,163784
64718,117100
64718,52437
64718,135819
64718,121032
64718,88837
64718,106854
64718,75806
64718,2759
64718,88995
64718,86713
64718,83332
64718,23054
64718,80973
64718,62240
64718,46484
64718,76864
64718,1361
64718,61172
64718,58923
64718,33644
64718,56461
64718,69448
64718,57780
64718,61044
64718,557
64718,20547
64718,13569
64718,39351
64718,62669
64718,1300
64718,28016
64718,52342
64718,48819
64718,49035
64718,64944
64718,54063
64718,1663
64718,537
64718,7441
29332,423793
57461,770
57461,56461
57461,4020
57461,12
57461,3178
39108,10548
54053,60907
54639,59194
54639,58051
104721,3090
41815,57282
41815,143689
41815,25414
41815,76236
41815,6450
41815,69494
41815,5081
41815,3139
41815,23381
41815,43964
41815,8622
41815,12666
41815,13
41815,27809
41815,100391
41815,100090
41815,101602
41815,97151
41815,24291
41815,50506
41815,49742
41815,95205
41815,4672
41815,28204
41815,2759
41815,64476
41815,111765
41815,109074
41815,46876
41815,76234
41815,76074
41815,88837
41815,6310
41815,1057
41815,5399
41815,5562
41815,5566
41815,5567
41815,12
41815,3734
67833,61172
115143,7072
21494,8839
21494,2423
21494,3491
21494,2273
12349,15021
12349,38099
12349,117348
12349,114585
12349,26196
12349,124
12349,12
71594,24600
86128,61172
49539,120705
49539,41994
49539,281
49539,107326
49539,1784
32482,32023
63779,225287
63779,237042
63779,46876
63779,66403
63779,161098
63779,188222
63779,167019
63779,178853
63779,190526
63779,193813
63779,116075
63779,42192
63779,154831
63779,177411
63779,178691
63779,152654
63779,141856
63779,152635
63779,54380
63779,22843
63779,88837
63779,64078
63779,121243
63779,52437
63779,140509
63779,109753
63779,107326
63779,121032
63779,96971
63779,120705
63779,287
63779,62240
63779,281
116455,264450
116455,23678
116455,1645
116455,54878
116455,14619
116455,25918
18106,261312
18106,313133
18106,94789
18106,278398
18106,264581
18106,45504
18106,94974
18106,109406
18106,163920
18106,89229
18106,104638
18106,69495
18106,18559
18106,109753
18106,142064
18106,6409
18106,100450
18106,87005
18106,123309
18106,90574
18106,32872
18106,88724
18106,2275
18106,75106
18106,31262
18106,86713
18106,62240
18106,61010
18106,15642
18106,22801
18106,43284
18106,136
18106,31571
18106,557
18106,19581
18106,23054
18106,1086
18106,20273
18106,281
18106,12
107761,107930
107761,107729
107761,107678
107761,107636
107761,100668
107761,100426
107761,107791
83607,61172
56496,69603
56496,52763
63757,9635
99991,96971
99991,109753
99991,121032
99991,56880
99991,52461
99991,120705
99991,126275
99991,28204
99991,12
33992,88837
33992,34179
85872,61172
53342,6920
53342,6755
53342,27941
6216,35442
74573,107705
74573,104405
74573,40016
74573,20817
74573,7186
74573,24115
74573,1969
74573,6755
1986,139313
1986,30615
1986,8419
1986,102708
1986,15810
1986,48298
1986,36329
1986,15151
1986,19325
1986,16226
1986,2856
1986,5044
1986,10205
1986,5281
1986,4157
1986,3228
1986,12851
1986,4251
94111,124169
94111,118060
99081,48140
160813,170837
160813,296089
160813,159985
137442,12
31843,153118
31843,118245
31843,107093
31843,54689
31843,1860
39243,80973
39243,141746
39243,115835
39243,150143
39243,154831
39243,152191
39243,141856
39243,152635
39243,172479
39243,152712
39243,152702
39243,152714
39243,138607
39243,166223
39243,134353
39243,163784
39243,154437
39243,141739
39243,175767
39243,176588
39243,22843
39243,135819
39243,19129
39243,100450
39243,2759
39243,88837
39243,109873
39243,1361
39243,41994
39243,100971
39243,121032
39243,125144
39243,116605
39243,117109
39243,116604
39243,117100
39243,87005
39243,116744
39243,54380
39243,136634
84951,61172
95115,49727
95115,5423
111699,74986
14203,227472
14203,3200
14203,37395
14203,42470
14203,8199
14203,13482
114999,33904
114999,139129
114999,114882
81605,61172
36897,29546
41342,9749
41342,7157
41342,12768
41342,120705
41342,121243
41342,66403
41342,52437
41342,145190
41342,121032
41342,23054
41342,106854
41342,9325
41342,4020
41342,86713
41342,74544
41342,3200
41342,61172
41342,64532
41342,14289
9059,32997
9059,16400
9059,17741
9059,2396
9059,280
9059,1946
9059,12
9059,1096
9059,592
87008,88837
87008,120705
87008,52461
87008,74789
87008,109248
87008,108344
87008,14722
87008,3100
61823,66403
61823,218777
61823,161098
61823,167871
61823,182134
61823,188008
61823,140389
61823,167019
61823,195181
61823,178853
61823,178691
61823,77318
61823,64078
61823,163784
61823,161890
61823,152635
61823,154437
61823,152191
61823,52437
61823,135819
61823,107326
61823,120705
61823,121032
61823,88837
61823,281
61823,96971
61823,2759
61823,91983
61823,23054
61823,53995
61823,86713
61823,87005
61823,99487
61823,95929
61823,81887
61823,21365
61823,22843
61823,41994
61823,80973
61823,56880
53869,191436
53869,137345
53869,57784
53869,52256
53869,66403
53869,154831
53869,167019
53869,113897
53869,195181
53869,152654
53869,188025
53869,189621
53869,159173
53869,94749
53869,107980
53869,168004
53869,19129
53869,136634
53869,177883
53869,4131
53869,39166
53869,120705
53869,182134
53869,81116
53869,178853
53869,137367
53869,7846
53869,166632
53869,152671
53869,171961
53869,56995
53869,53995
53869,137336
53869,173588
