from,to
277467,312111
277467,312071
277467,313886
277467,89177
277467,321555
277467,293602
277467,323783
277467,323767
277467,261317
277467,329629
277467,302983
277467,297556
277467,15011
277467,126
277467,239384
277467,303639
277467,61779
277467,303394
277467,302618
277467,21259
277467,108335
277467,57010
277467,27932
277467,290222
277467,6481
277467,300246
277467,209680
277467,191436
277467,57784
277467,170837
277467,297343
277467,79160
277467,154564
277467,8005
277467,186135
207464,308393
207464,228957
207464,433757
207464,442168
207464,442164
207464,440654
207464,429087
207464,91937
207464,35099
207464,142149
207464,432378
207464,6880
207464,410793
207464,191300
207464,426048
207464,112460
207464,19148
207464,424597
207464,226263
207464,343196
207464,36439
207464,26419
207464,340133
207464,337571
207464,37080
207464,288556
207464,330443
207464,323767
207464,137984
207464,296630
207464,6295
207464,314726
207464,313886
207464,312884
207464,221021
207464,303394
207464,1517
207464,28547
207464,254495
207464,221281
214248,17984
214248,186135
214248,343196
214248,288556
214248,330443
214248,314726
214248,199537
214248,4020
214248,287974
214248,100701
214248,61172
214248,243915
214248,276669
214248,66403
214248,268815
214248,177469
214248,228957
214248,93737
214248,218745
208616,310922
208616,47998
208616,138345
208616,76949
208616,4131
208616,193334
208616,225469
56172,335329
56172,286184
56172,212180
56172,264334
56172,246872
56172,82282
56172,17984
56172,65768
56172,24428
56172,160084
56172,50296
56172,163397
56172,228957
56172,227273
56172,221784
56172,213966
56172,161098
56172,167871
56172,93737
56172,161809
56172,66645
56172,1675
56172,174791
56172,195181
56172,52256
56172,182134
56172,187753
56172,189621
56172,186544
56172,177883
56172,174027
56172,156553
56172,164528
56172,164665
56172,176588
56172,172525
56172,105004
56172,161691
56172,28204
56172,167053
8177,50159
8177,3203
8177,9205
8177,236020
8177,58119
8177,118944
8177,341823
8177,29806
8177,425951
8177,277441
8177,36555
8177,226263
8177,315959
8177,310017
8177,337646
8177,432858
8177,17984
8177,99401
8177,245811
8177,25828
8177,410793
8177,4413
8177,424743
8177,6260
8177,416930
8177,341474
8177,161519
8177,11744
8177,334062
8177,344852
8177,36439
8177,336678
8177,323767
8177,26419
8177,278383
8177,37753
8177,3433
8177,34870
8177,7308
8177,320482
43260,337291
43260,329018
43260,38502
43260,144058
43260,168020
43260,104234
43260,17984
43260,23678
43260,54878
43260,12
43260,57737
43260,23575
42621,500669
42621,254795
42621,1254
42621,496677
42621,495158
42621,484385
42621,486800
42621,485415
42621,486721
42621,293881
42621,106397
42621,138345
42621,442164
42621,482369
42621,161442
42621,425106
42621,466659
42621,337790
42621,312098
42621,20201
42621,463650
42621,459246
42621,300531
42621,281826
42621,11636
42621,264581
42621,306466
42621,440654
42621,336182
42621,193780
42621,277565
42621,330444
42621,219396
42621,170359
42621,277683
42621,189513
42621,444355
42621,325542
42621,9887
42621,427116
445694,105186
445694,320482
445694,89177
445694,5418
445694,2297
445694,50159
445694,17562
445694,277447
445694,73567
445694,280575
445694,463650
445694,175487
445694,323485
445694,209680
445694,193334
445694,22820
445694,58183
445694,308795
445694,26419
445694,5943
445694,318205
445694,299067
445694,17710
445694,65782
445694,105579
445694,24312
445694,5097
445694,166724
445694,74900
445694,15822
445694,61172
445694,42621
445694,309156
445694,52373
445694,3618
445694,17524
445694,4309
445694,424039
445694,1121
445694,410793
47327,194352
194352,47327
80425,61172
68157,61172
118944,433757
70834,282182
278871,440654
42621,355837
42621,111303
117972,44665
44665,119659
44665,117972
44665,328183
119659,8411
119659,44665
70298,61172
134366,832
134366,4862
134366,9635
134366,56978
134366,6966
134366,106317
134366,28497
134366,106252
134366,1969
832,149121
832,178462
832,36110
832,161215
832,139790
832,107139
832,3226
832,138204
832,34586
832,152714
832,74392
832,153012
832,152713
832,153742
832,151359
832,25144
832,137754
832,78480
832,136634
832,42621
832,144375
832,93862
832,99971
832,9581
832,54413
832,116324
832,75891
832,64984
832,137498
832,92982
832,13257
832,76892
832,9392
832,106679
832,76524
832,62115
832,95629
832,13294
832,109909
832,121029
9635,18833
9635,242146
9635,106317
9635,117007
9635,200079
9635,200601
9635,76234
9635,169971
9635,106397
9635,198163
9635,42645
9635,1043
9635,200603
9635,18354
9635,110795
9635,101739
9635,108403
9635,6966
9635,178462
9635,106233
9635,106252
9635,108379
9635,108344
9635,24115
9635,53926
9635,6157
9635,3197
9635,21287
9635,12
9635,2410
9635,1969
9635,55238
9635,6755
9635,69783
9635,49023
9635,18959
9635,63757
9635,59041
9635,45328
9635,56366
106252,52763
106252,6807
106252,30131
