label,RPR,simRank,katz_score,social
0,0.5,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.6,1.0,4.263157894736843,0.5
0,0.3,0.0,4.736842105263159,0.0
1,0.3,0.0,4.736842105263159,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.09999999999999999,0.0,4.263157894736843,0.0
0,0.09999999999999999,0.0,4.263157894736843,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0004373412379121251,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0004391227658048367,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
